Año,Trimestre,Provincia,Accesos por cada 100 hogares,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Ingresos (miles de pesos),Periodo
2022,1,Buenos Aires,76.08,392.045,2.728.865,1.242.121,125.521,66.872,51432896,Ene-Mar 2022
2022,1,Capital Federal,111.8,102.290,1.217.225,62.308,5.784,29.934,51432896,Ene-Mar 2022
2022,1,Catamarca,58.21,14.181,15.517,29.118,1.328,2.234,51432896,Ene-Mar 2022
2022,1,Chaco,44.06,32.391,64.546,36.662,8.164,2.356,51432896,Ene-Mar 2022
2022,1,Chubut,88.05,44.133,66.667,9.184,30.592,21.052,51432896,Ene-Mar 2022
2022,1,Córdoba,85.76,195.610,501.799,235.838,60.843,9.713,51432896,Ene-Mar 2022
2022,1,Corrientes,47.64,40.462,79.093,10.875,6.774,5.374,51432896,Ene-Mar 2022
2022,1,Entre Ríos,63.7,67.159,138.986,23.091,26.098,12.592,51432896,Ene-Mar 2022
2022,1,Formosa,34.96,16.397,15.927,5.146,16.876,202.0,51432896,Ene-Mar 2022
2022,1,Jujuy,58.06,21.307,60.616,25.949,4.662,3.975,51432896,Ene-Mar 2022
2022,1,La Pampa,91.66,8.003,58.978,21.739,19.903,1.109,51432896,Ene-Mar 2022
2022,1,La Rioja,78.77,9.103,59.228,9.546,6.395,31.0,51432896,Ene-Mar 2022
2022,1,Mendoza,48.74,49.464,74.145,123.228,26.969,1.379,51432896,Ene-Mar 2022
2022,1,Misiones,49.04,39.147,91.752,25.178,7.807,7.624,51432896,Ene-Mar 2022
2022,1,Neuquén,74.17,28.443,73.200,24.193,23.098,745.0,51432896,Ene-Mar 2022
2022,1,Río Negro,67.04,38.662,45.366,38.037,16.815,18.494,51432896,Ene-Mar 2022
2022,1,Salta,56.11,44.714,98.667,40.994,5.950,7.19,51432896,Ene-Mar 2022
2022,1,San Juan,43.55,34.038,14.449,11.294,20.723,7.674,51432896,Ene-Mar 2022
2022,1,San Luis,80.72,7.987,11.296,31,71.809,28.721,51432896,Ene-Mar 2022
2022,1,Santa Cruz,43.34,10.537,23.420,10.766,3.974,405.0,51432896,Ene-Mar 2022
2022,1,Santa Fe,77.3,213.486,444.609,146.552,45.261,20.571,51432896,Ene-Mar 2022
2022,1,Santiago Del Estero,47.17,18.118,87.979,1.093,6.349,2.922,51432896,Ene-Mar 2022
2022,1,Tierra Del Fuego,98.29,13.031,38.700,416,124,340.0,51432896,Ene-Mar 2022
2022,1,Tucumán,57.39,92.532,62.396,86.174,3.995,487.0,51432896,Ene-Mar 2022
2021,4,Buenos Aires,75.66,426.325,2.706.506,1.176.024,126.887,73.415,45467887,Oct-Dic 2021
2021,4,Capital Federal,111.27,111.360,1.205.128,60.005,5.679,29.947,45467887,Oct-Dic 2021
2021,4,Catamarca,55.25,16.385,13.858,25.100,1.512,2.235,45467887,Oct-Dic 2021
2021,4,Chaco,44.05,35.548,63.145,34.688,8.005,2.359,45467887,Oct-Dic 2021
2021,4,Chubut,82.57,46.361,57.412,9.655,28.041,18.839,45467887,Oct-Dic 2021
2021,4,Córdoba,84.51,212.011,487.489,217.214,61.277,8.779,45467887,Oct-Dic 2021
2021,4,Corrientes,45.51,42.523,71.183,10.138,6.778,5.29,45467887,Oct-Dic 2021
2021,4,Entre Ríos,63.16,70.459,133.387,23.452,25.022,12.726,45467887,Oct-Dic 2021
2021,4,Formosa,34.45,17.211,15.111,5.151,16.018,172.0,45467887,Oct-Dic 2021
2021,4,Jujuy,56.92,22.330,60.511,24.156,2.927,3.991,45467887,Oct-Dic 2021
2021,4,La Pampa,89.57,8.175,58.000,20.192,19.286,1.354,45467887,Oct-Dic 2021
2021,4,La Rioja,77.92,10.387,56.651,9.446,6.613,31.0,45467887,Oct-Dic 2021
2021,4,Mendoza,47.51,59.842,71.553,109.667,24.666,1.859,45467887,Oct-Dic 2021
2021,4,Misiones,49.06,41.778,92.068,22.035,7.649,7.602,45467887,Oct-Dic 2021
2021,4,Neuquén,73.3,29.175,72.761,23.253,21.531,746.0,45467887,Oct-Dic 2021
2021,4,Río Negro,65.69,42.037,44.495,32.212,16.558,18.451,45467887,Oct-Dic 2021
2021,4,Salta,56.81,46.972,99.808,39.555,5.882,7.188,45467887,Oct-Dic 2021
2021,4,San Juan,39.59,35.868,13.102,11.072,11.423,8.493,45467887,Oct-Dic 2021
2021,4,San Luis,80.3,8.472,11.064,30,70.560,28.723,45467887,Oct-Dic 2021
2021,4,Santa Cruz,43.05,10.790,22.902,10.031,4.346,417.0,45467887,Oct-Dic 2021
2021,4,Santa Fe,77.09,233.427,444.373,128.856,43.556,16.229,45467887,Oct-Dic 2021
2021,4,Santiago Del Estero,47.05,19.032,86.563,1.088,6.256,2.922,45467887,Oct-Dic 2021
2021,4,Tierra Del Fuego,98.4,13.317,38.148,426,124,342.0,45467887,Oct-Dic 2021
2021,4,Tucumán,55.93,97.830,59.022,78.790,2.511,486.0,45467887,Oct-Dic 2021
2021,3,Buenos Aires,71.68,585.729,2.595.485,885.613,120.228,64.554,42999944,Jul-Sept 2021
2021,3,Capital Federal,111.27,142.902,1.192.107,42.966,6.059,29.371,42999944,Jul-Sept 2021
2021,3,Catamarca,52.71,18.413,11.709,22.331,1.568,2.233,42999944,Jul-Sept 2021
2021,3,Chaco,42.96,38.258,63.659,27.583,8.018,2.353,42999944,Jul-Sept 2021
2021,3,Chubut,80.71,49.269,55.794,8.946,23.376,18.681,42999944,Jul-Sept 2021
2021,3,Córdoba,81.28,229.275,477.223,167.495,57.617,15.178,42999944,Jul-Sept 2021
2021,3,Corrientes,44.9,44.805,69.403,7.542,6.766,5.303,42999944,Jul-Sept 2021
2021,3,Entre Ríos,62.18,74.443,128.752,20.485,23.500,13.195,42999944,Jul-Sept 2021
2021,3,Formosa,33.96,18.093,14.111,4.730,15.690,171.0,42999944,Jul-Sept 2021
2021,3,Jujuy,55.69,23.554,60.758,19.926,2.952,3.968,42999944,Jul-Sept 2021
2021,3,La Pampa,84.28,9.015,57.881,17.817,14.479,1.295,42999944,Jul-Sept 2021
2021,3,La Rioja,77.26,11.329,54.744,9.444,6.613,30.0,42999944,Jul-Sept 2021
2021,3,Mendoza,45.55,91.474,71.247,70.579,21.811,828.0,42999944,Jul-Sept 2021
2021,3,Misiones,45.57,43.230,89.469,10.969,7.198,7.662,42999944,Jul-Sept 2021
2021,3,Neuquén,69.71,29.650,73.794,16.455,19.270,640.0,42999944,Jul-Sept 2021
2021,3,Río Negro,61.97,47.934,44.519,18.725,15.031,18.376,42999944,Jul-Sept 2021
2021,3,Salta,55.96,49.212,98.318,36.126,5.724,6.453,42999944,Jul-Sept 2021
2021,3,San Juan,39.46,40.072,12.922,6.670,11.372,8.447,42999944,Jul-Sept 2021
2021,3,San Luis,79.87,8.417,11.884,27,68.856,28.68,42999944,Jul-Sept 2021
2021,3,Santa Cruz,43.75,12.347,22.961,6.328,4.269,3.071,42999944,Jul-Sept 2021
2021,3,Santa Fe,75.02,245.929,443.156,93.412,43.447,15.64,42999944,Jul-Sept 2021
2021,3,Santiago Del Estero,47.0,19.939,85.535,909,6.147,2.928,42999944,Jul-Sept 2021
2021,3,Tierra Del Fuego,94.95,12.853,36.958,6,16,390.0,42999944,Jul-Sept 2021
2021,3,Tucumán,54.64,104.489,53.868,70.964,2.408,743.0,42999944,Jul-Sept 2021
2021,2,Buenos Aires,70.0,603.255,2.503.830,854.173,113.546,57.547,38239667,Abr-Jun 2021
2021,2,Capital Federal,110.14,148.989,1.175.097,41.318,5.580,29.371,38239667,Abr-Jun 2021
2021,2,Catamarca,52.34,20.305,9.426,22.331,1.449,2.233,38239667,Abr-Jun 2021
2021,2,Chaco,43.33,39.826,62.948,27.584,8.018,2.353,38239667,Abr-Jun 2021
2021,2,Chubut,72.29,49.271,41.497,6.081,23.682,18.706,38239667,Abr-Jun 2021
2021,2,Córdoba,80.12,239.780,467.782,151.855,55.944,15.519,38239667,Abr-Jun 2021
2021,2,Corrientes,43.54,46.648,67.262,3.731,6.557,5.303,38239667,Abr-Jun 2021
2021,2,Entre Ríos,61.66,77.836,124.957,17.856,23.786,13.197,38239667,Abr-Jun 2021
2021,2,Formosa,33.23,19.571,12.509,3.610,15.690,171.0,38239667,Abr-Jun 2021
2021,2,Jujuy,56.18,24.738,60.800,19.611,2.731,3.968,38239667,Abr-Jun 2021
2021,2,La Pampa,82.08,9.017,57.014,17.132,13.209,1.295,38239667,Abr-Jun 2021
2021,2,La Rioja,76.98,11.627,54.255,9.445,6.245,30.0,38239667,Abr-Jun 2021
2021,2,Mendoza,40.97,91.503,70.834,44.696,21.811,827.0,38239667,Abr-Jun 2021
2021,2,Misiones,45.01,44.960,87.861,10.376,5.317,7.662,38239667,Abr-Jun 2021
2021,2,Neuquén,69.14,30.083,72.690,15.619,19.218,640.0,38239667,Abr-Jun 2021
2021,2,Río Negro,61.94,48.189,43.761,18.727,15.031,18.376,38239667,Abr-Jun 2021
2021,2,Salta,54.93,51.396,96.016,32.050,5.724,6.453,38239667,Abr-Jun 2021
2021,2,San Juan,39.28,40.072,12.369,6.673,11.372,8.447,38239667,Abr-Jun 2021
2021,2,San Luis,83.48,8.417,11.308,28,66.860,36.205,38239667,Abr-Jun 2021
2021,2,Santa Cruz,44.01,12.347,22.967,6.328,4.269,3.071,38239667,Abr-Jun 2021
2021,2,Santa Fe,75.07,256.741,431.915,90.424,43.997,17.523,38239667,Abr-Jun 2021
2021,2,Santiago Del Estero,46.56,20.734,83.770,909,5.081,3.596,38239667,Abr-Jun 2021
2021,2,Tierra Del Fuego,67.89,12.853,22.504,6,14,316.0,38239667,Abr-Jun 2021
2021,2,Tucumán,54.93,110.429,48.359,71.683,1.837,743.0,38239667,Abr-Jun 2021
2021,1,Buenos Aires,69.11,629.679,2.452.056,821.597,98.806,57.864,36676371,Ene-Mar 2021
2021,1,Capital Federal,108.42,159.805,1.145.093,39.980,5.559,29.236,36676371,Ene-Mar 2021
2021,1,Catamarca,48.9,26.316,4.409,18.688,322,2.233,36676371,Ene-Mar 2021
2021,1,Chaco,43.14,43.214,61.251,25.426,8.004,1.875,36676371,Ene-Mar 2021
2021,1,Chubut,68.99,45.501,40.960,3.444,23.723,18.712,36676371,Ene-Mar 2021
2021,1,Córdoba,78.59,260.350,444.695,134.634,54.137,17.065,36676371,Ene-Mar 2021
2021,1,Corrientes,42.66,49.160,62.876,3.337,5.949,5.303,36676371,Ene-Mar 2021
2021,1,Entre Ríos,60.44,83.688,118.424,16.846,20.836,12.169,36676371,Ene-Mar 2021
2021,1,Formosa,32.73,20.663,11.412,2.562,15.669,380.0,36676371,Ene-Mar 2021
2021,1,Jujuy,55.63,32.254,54.324,17.322,2.677,3.879,36676371,Ene-Mar 2021
2021,1,La Pampa,81.78,8.946,58.711,15.779,12.369,1.3,36676371,Ene-Mar 2021
2021,1,La Rioja,49.81,17.363,34.984,1,250,30.0,36676371,Ene-Mar 2021
2021,1,Mendoza,39.15,91.844,69.295,38.619,18.332,833.0,36676371,Ene-Mar 2021
2021,1,Misiones,43.17,48.292,82.339,7.064,4.796,6.896,36676371,Ene-Mar 2021
2021,1,Neuquén,66.84,30.223,70.457,14.171,17.752,632.0,36676371,Ene-Mar 2021
2021,1,Río Negro,60.88,48.777,42.192,17.828,13.994,18.377,36676371,Ene-Mar 2021
2021,1,Salta,53.93,54.768,89.187,31.498,5.669,6.452,36676371,Ene-Mar 2021
2021,1,San Juan,39.06,40.072,11.589,6.671,11.482,8.453,36676371,Ene-Mar 2021
2021,1,San Luis,81.24,8.417,10.678,28,63.826,36.205,36676371,Ene-Mar 2021
2021,1,Santa Cruz,41.65,12.347,23.089,5.975,4.264,390.0,36676371,Ene-Mar 2021
2021,1,Santa Fe,73.92,277.012,421.480,70.976,39.140,17.519,36676371,Ene-Mar 2021
2021,1,Santiago Del Estero,45.67,26.468,75.849,570,5.158,3.596,36676371,Ene-Mar 2021
2021,1,Tierra Del Fuego,77.35,12.853,27.247,6,- 0,316.0,36676371,Ene-Mar 2021
2021,1,Tucumán,54.82,147.199,12.185,69.954,1.834,740.0,36676371,Ene-Mar 2021
2020,4,Buenos Aires,68.98,635.651,2.441.248,804.991,93.444,57.927,33539703,Oct-Dic 2020
2020,4,Capital Federal,108.31,163.060,1.142.528,39.890,4.815,29.237,33539703,Oct-Dic 2020
2020,4,Catamarca,49.41,26.870,5.115,17.856,322,2.233,33539703,Oct-Dic 2020
2020,4,Chaco,43.03,44.332,61.200,23.687,7.997,1.875,33539703,Oct-Dic 2020
2020,4,Chubut,68.35,45.703,39.756,3.040,23.363,18.712,33539703,Oct-Dic 2020
2020,4,Córdoba,78.08,267.396,439.322,125.620,52.827,17.536,33539703,Oct-Dic 2020
2020,4,Corrientes,42.43,50.102,61.495,3.146,5.626,5.29,33539703,Oct-Dic 2020
2020,4,Entre Ríos,59.47,85.683,113.670,15.653,20.206,12.169,33539703,Oct-Dic 2020
2020,4,Formosa,32.49,21.264,10.789,2.432,15.341,380.0,33539703,Oct-Dic 2020
2020,4,Jujuy,53.46,32.850,52.815,15.639,1.077,3.47,33539703,Oct-Dic 2020
2020,4,La Pampa,81.77,9.009,58.945,15.432,12.194,1.315,33539703,Oct-Dic 2020
2020,4,La Rioja,50.11,17.513,34.984,1,250,30.0,33539703,Oct-Dic 2020
2020,4,Mendoza,38.63,91.842,68.364,36.083,18.331,833.0,33539703,Oct-Dic 2020
2020,4,Misiones,42.64,49.462,79.855,6.589,4.359,6.896,33539703,Oct-Dic 2020
2020,4,Neuquén,67.0,30.468,70.614,13.732,17.689,632.0,33539703,Oct-Dic 2020
2020,4,Río Negro,61.09,48.991,42.022,17.826,13.994,18.377,33539703,Oct-Dic 2020
2020,4,Salta,54.04,56.659,87.817,30.604,5.858,6.452,33539703,Oct-Dic 2020
2020,4,San Juan,36.32,40.072,7.004,6.599,10.468,8.453,33539703,Oct-Dic 2020
2020,4,San Luis,81.68,8.417,11.767,27,63.019,36.205,33539703,Oct-Dic 2020
2020,4,Santa Cruz,37.0,12.347,19.657,1.041,4.659,2.97,33539703,Oct-Dic 2020
2020,4,Santa Fe,73.58,287.271,414.746,62.692,38.712,17.392,33539703,Oct-Dic 2020
2020,4,Santiago Del Estero,43.75,26.812,70.522,570,5.169,3.596,33539703,Oct-Dic 2020
2020,4,Tierra Del Fuego,76.27,12.853,26.439,6,- 0,316.0,33539703,Oct-Dic 2020
2020,4,Tucumán,54.78,149.322,11.150,68.043,1.834,740.0,33539703,Oct-Dic 2020
2020,3,Buenos Aires,67.66,653.930,2.384.557,749.087,94.162,55.541,31997445,Jul-Sept 2020
2020,3,Capital Federal,107.68,170.375,1.129.573,39.417,3.936,29.374,31997445,Jul-Sept 2020
2020,3,Catamarca,47.16,26.868,3.690,16.857,261,2.228,31997445,Jul-Sept 2020
2020,3,Chaco,41.54,45.745,58.825,20.675,6.706,2.003,31997445,Jul-Sept 2020
2020,3,Chubut,68.34,45.761,39.386,2.897,23.216,18.767,31997445,Jul-Sept 2020
2020,3,Córdoba,75.22,276.360,430.771,102.217,48.368,9.756,31997445,Jul-Sept 2020
2020,3,Corrientes,41.75,50.858,58.681,2.960,5.513,5.379,31997445,Jul-Sept 2020
2020,3,Entre Ríos,58.19,87.892,106.950,13.954,20.379,12.32,31997445,Jul-Sept 2020
2020,3,Formosa,31.91,21.790,10.003,2.000,15.023,393.0,31997445,Jul-Sept 2020
2020,3,Jujuy,54.04,32.611,57.682,11.112,952,4.371,31997445,Jul-Sept 2020
2020,3,La Pampa,79.26,9.015,56.845,14.677,11.893,1.305,31997445,Jul-Sept 2020
2020,3,La Rioja,50.12,17.346,34.984,1,250,35.0,31997445,Jul-Sept 2020
2020,3,Mendoza,37.35,91.908,64.672,32.817,17.523,868.0,31997445,Jul-Sept 2020
2020,3,Misiones,41.6,50.195,77.989,2.572,3.445,8.985,31997445,Jul-Sept 2020
2020,3,Neuquén,65.24,30.222,70.446,11.043,16.787,737.0,31997445,Jul-Sept 2020
2020,3,Río Negro,57.05,49.530,40.001,10.381,13.187,18.368,31997445,Jul-Sept 2020
2020,3,Salta,52.32,58.216,84.128,25.445,5.764,7.293,31997445,Jul-Sept 2020
2020,3,San Juan,38.79,40.092,9.223,5.509,14.023,8.48,31997445,Jul-Sept 2020
2020,3,San Luis,79.96,8.401,10.077,6,61.828,36.253,31997445,Jul-Sept 2020
2020,3,Santa Cruz,35.95,12.845,16.098,1.027,6.938,2.373,31997445,Jul-Sept 2020
2020,3,Santa Fe,72.12,295.051,405.807,45.721,37.112,19.307,31997445,Jul-Sept 2020
2020,3,Santiago Del Estero,43.38,26.419,70.720,555,4.185,3.613,31997445,Jul-Sept 2020
2020,3,Tierra Del Fuego,76.81,12.854,26.491,- 0,- 0,310.0,31997445,Jul-Sept 2020
2020,3,Tucumán,53.23,149.605,11.752,59.949,1.808,762.0,31997445,Jul-Sept 2020
2020,2,Buenos Aires,65.22,661.272,2.244.277,723.072,91.736,57.189,32102476,Abr-Jun 2020
2020,2,Capital Federal,106.41,178.896,1.106.133,39.482,3.937,29.373,32102476,Abr-Jun 2020
2020,2,Catamarca,45.43,26.968,3.641,14.878,261,2.228,32102476,Abr-Jun 2020
2020,2,Chaco,39.83,46.816,56.017,17.266,6.452,1.581,32102476,Abr-Jun 2020
2020,2,Chubut,57.34,45.761,38.279,1.324,17.678,5.614,32102476,Abr-Jun 2020
2020,2,Córdoba,72.71,282.858,415.007,85.818,44.522,8.263,32102476,Abr-Jun 2020
2020,2,Corrientes,40.3,51.248,55.536,3.144,3.927,5.011,32102476,Abr-Jun 2020
2020,2,Entre Ríos,56.54,89.391,99.423,13.954,20.042,11.303,32102476,Abr-Jun 2020
2020,2,Formosa,31.14,21.805,9.353,1.882,14.723,169.0,32102476,Abr-Jun 2020
2020,2,Jujuy,47.89,32.705,38.938,5.057,952,16.664,32102476,Abr-Jun 2020
2020,2,La Pampa,76.1,8.551,54.422,14.232,11.314,1.29,32102476,Abr-Jun 2020
2020,2,La Rioja,49.84,16.885,34.984,1,250,35.0,32102476,Abr-Jun 2020
2020,2,Mendoza,36.25,91.904,62.941,29.613,15.924,802.0,32102476,Abr-Jun 2020
2020,2,Misiones,40.89,50.792,74.497,2.579,3.319,9.153,32102476,Abr-Jun 2020
2020,2,Neuquén,63.9,30.256,67.990,11.037,15.755,1.134,32102476,Abr-Jun 2020
2020,2,Río Negro,56.37,49.756,39.650,10.382,11.331,18.367,32102476,Abr-Jun 2020
2020,2,Salta,51.58,59.502,81.740,24.289,5.123,7.108,32102476,Abr-Jun 2020
2020,2,San Juan,35.09,40.092,8.275,5.509,7.019,8.882,32102476,Abr-Jun 2020
2020,2,San Luis,78.41,8.401,8.357,6,60.935,36.253,32102476,Abr-Jun 2020
2020,2,Santa Cruz,35.79,12.845,16.044,1.027,6.585,2.368,32102476,Abr-Jun 2020
2020,2,Santa Fe,70.0,299.974,381.679,46.698,30.487,19.094,32102476,Abr-Jun 2020
2020,2,Santiago Del Estero,43.47,25.917,72.074,355,3.038,4.063,32102476,Abr-Jun 2020
2020,2,Tierra Del Fuego,76.37,12.854,26.025,- 0,- 0,310.0,32102476,Abr-Jun 2020
2020,2,Tucumán,51.78,150.084,9.833,55.120,1.357,762.0,32102476,Abr-Jun 2020
2020,1,Buenos Aires,64.33,673.237,2.210.349,720.688,85.443,18.334,29946216,Ene-Mar 2020
2020,1,Capital Federal,105.98,184.494,1.097.635,38.898,3.911,28.556,29946216,Ene-Mar 2020
2020,1,Catamarca,37.62,21.945,3.146,12.056,261,2.227,29946216,Ene-Mar 2020
2020,1,Chaco,37.48,46.356,54.144,11.958,6.239,1.58,29946216,Ene-Mar 2020
2020,1,Chubut,51.27,45.763,27.287,1.324,16.885,5.479,29946216,Ene-Mar 2020
2020,1,Córdoba,70.69,286.168,406.109,68.512,41.617,8.693,29946216,Ene-Mar 2020
2020,1,Corrientes,38.73,51.126,53.231,2.172,2.437,5.004,29946216,Ene-Mar 2020
2020,1,Entre Ríos,56.12,90.368,95.434,13.245,18.737,14.062,29946216,Ene-Mar 2020
2020,1,Formosa,30.23,21.068,8.887,1.800,14.510,169.0,29946216,Ene-Mar 2020
2020,1,Jujuy,46.67,32.066,38.938,3.078,942,16.641,29946216,Ene-Mar 2020
2020,1,La Pampa,75.77,8.553,53.755,13.821,11.295,1.802,29946216,Ene-Mar 2020
2020,1,La Rioja,46.35,13.076,34.984,- 0,251,29.0,29946216,Ene-Mar 2020
2020,1,Mendoza,33.14,91.955,50.251,28.059,12.465,722.0,29946216,Ene-Mar 2020
2020,1,Misiones,39.02,51.458,69.452,1.220,460,10.962,29946216,Ene-Mar 2020
2020,1,Neuquén,61.85,29.305,65.951,11.031,14.711,729.0,29946216,Ene-Mar 2020
2020,1,Río Negro,55.12,47.756,38.479,10.381,11.222,18.362,29946216,Ene-Mar 2020
2020,1,Salta,49.6,60.426,75.593,23.025,4.125,7.212,29946216,Ene-Mar 2020
2020,1,San Juan,32.39,40.092,6.448,5.508,7.082,5.101,29946216,Ene-Mar 2020
2020,1,San Luis,76.31,8.301,7.612,5,58.301,36.333,29946216,Ene-Mar 2020
2020,1,Santa Cruz,35.97,12.845,15.766,1.026,6.817,2.368,29946216,Ene-Mar 2020
2020,1,Santa Fe,69.52,302.366,383.673,35.123,30.488,19.468,29946216,Ene-Mar 2020
2020,1,Santiago Del Estero,42.47,24.695,70.424,200,2.779,4.657,29946216,Ene-Mar 2020
2020,1,Tierra Del Fuego,76.07,12.854,25.632,- 0,- 0,308.0,29946216,Ene-Mar 2020
2020,1,Tucumán,47.85,143.184,10.494,44.687,1.355,347.0,29946216,Ene-Mar 2020
2019,4,Buenos Aires,64.25,720.011,2.191.672,669.194,87.111,18.266,24169251,Oct-Dic 2019
2019,4,Capital Federal,106.25,196.938,1.093.143,35.534,3.914,28.576,24169251,Oct-Dic 2019
2019,4,Catamarca,36.44,22.999,3.318,9.506,261,2.227,24169251,Oct-Dic 2019
2019,4,Chaco,36.84,48.661,53.602,8.831,5.229,1.58,24169251,Oct-Dic 2019
2019,4,Chubut,51.15,47.045,26.977,1.324,15.267,5.489,24169251,Oct-Dic 2019
2019,4,Córdoba,70.48,296.872,410.038,53.335,37.750,8.693,24169251,Oct-Dic 2019
2019,4,Corrientes,38.77,52.525,51.845,2.002,2.458,5.004,24169251,Oct-Dic 2019
2019,4,Entre Ríos,57.99,92.981,99.206,12.875,18.561,15.407,24169251,Oct-Dic 2019
2019,4,Formosa,30.47,21.567,8.684,1.760,14.531,169.0,24169251,Oct-Dic 2019
2019,4,Jujuy,45.38,32.949,37.604,873,814,16.641,24169251,Oct-Dic 2019
2019,4,La Pampa,76.92,15.457,56.854,4.942,11.341,1.805,24169251,Oct-Dic 2019
2019,4,La Rioja,47.14,13.738,34.984,- 0,251,29.0,24169251,Oct-Dic 2019
2019,4,Mendoza,33.65,96.678,49.711,24.989,13.672,730.0,24169251,Oct-Dic 2019
2019,4,Misiones,39.79,53.116,69.676,847,441,11.733,24169251,Oct-Dic 2019
2019,4,Neuquén,59.36,29.826,60.970,10.549,14.246,854.0,24169251,Oct-Dic 2019
2019,4,Río Negro,55.71,49.747,37.933,9.658,11.437,18.365,24169251,Oct-Dic 2019
2019,4,Salta,50.35,63.272,76.062,21.865,3.040,8.206,24169251,Oct-Dic 2019
2019,4,San Juan,32.85,41.360,6.338,4.931,7.241,5.104,24169251,Oct-Dic 2019
2019,4,San Luis,74.92,8.569,8.027,6,55.266,36.333,24169251,Oct-Dic 2019
2019,4,Santa Cruz,36.71,13.264,15.899,1.036,6.800,2.371,24169251,Oct-Dic 2019
2019,4,Santa Fe,69.48,312.072,382.254,27.464,26.978,20.401,24169251,Oct-Dic 2019
2019,4,Santiago Del Estero,42.92,24.682,71.239,200,2.810,4.657,24169251,Oct-Dic 2019
2019,4,Tierra Del Fuego,79.7,13.261,26.821,- 0,- 0,310.0,24169251,Oct-Dic 2019
2019,4,Tucumán,47.65,146.985,11.012,39.574,725,348.0,24169251,Oct-Dic 2019
2019,3,Buenos Aires,69.36,1.277.249,2.144.956,425.386,85.572,27.07,21652748,Jul-Sept 2019
2019,3,Capital Federal,112.65,300.288,1.080.973,24.900,3.895,31.155,21652748,Jul-Sept 2019
2019,3,Catamarca,30.88,24.349,5.543,13,244,2.251,21652748,Jul-Sept 2019
2019,3,Chaco,35.85,50.416,49.156,8.063,5.224,1.592,21652748,Jul-Sept 2019
2019,3,Chubut,47.57,37.298,27.090,1.917,15.149,7.551,21652748,Jul-Sept 2019
2019,3,Córdoba,68.59,307.780,399.231,30.064,37.277,8.701,21652748,Jul-Sept 2019
2019,3,Corrientes,38.49,53.344,50.230,1.888,2.458,4.839,21652748,Jul-Sept 2019
2019,3,Entre Ríos,57.9,94.947,96.305,12.888,18.530,15.432,21652748,Jul-Sept 2019
2019,3,Formosa,30.11,21.777,8.359,1.476,14.292,162.0,21652748,Jul-Sept 2019
2019,3,Jujuy,44.32,33.110,35.742,274,812,16.638,21652748,Jul-Sept 2019
2019,3,La Pampa,77.45,19.469,52.941,4.994,11.462,1.962,21652748,Jul-Sept 2019
2019,3,La Rioja,47.94,14.390,34.984,11,251,41.0,21652748,Jul-Sept 2019
2019,3,Mendoza,40.74,148.640,54.312,6.865,12.975,1.545,21652748,Jul-Sept 2019
2019,3,Misiones,39.33,54.493,65.872,829,419,12.27,21652748,Jul-Sept 2019
2019,3,Neuquén,64.14,43.347,60.484,5.560,13.512,2.518,21652748,Jul-Sept 2019
2019,3,Río Negro,63.42,67.478,37.425,9.739,10.806,18.847,21652748,Jul-Sept 2019
2019,3,Salta,44.48,65.799,74.329,733,1.580,9.394,21652748,Jul-Sept 2019
2019,3,San Juan,37.06,51.670,7.425,1.227,7.241,5.535,21652748,Jul-Sept 2019
2019,3,San Luis,85.23,13.037,10.561,350,62.286,36.466,21652748,Jul-Sept 2019
2019,3,Santa Cruz,35.63,10.663,17.056,969,6.544,2.738,21652748,Jul-Sept 2019
2019,3,Santa Fe,68.87,319.396,377.171,18.690,24.269,21.408,21652748,Jul-Sept 2019
2019,3,Santiago Del Estero,55.3,24.556,71.198,219,2.759,34.4,21652748,Jul-Sept 2019
2019,3,Tierra Del Fuego,96.46,19.790,26.659,651,- 0,1.487,21652748,Jul-Sept 2019
2019,3,Tucumán,39.49,150.918,12.089,116,684,324.0,21652748,Jul-Sept 2019
2019,2,Buenos Aires,67.85,1.284.658,2.079.900,382.971,75.240,32.929,20743118,Abr-Jun 2019
2019,2,Capital Federal,110.55,309.937,1.061.358,36.082,3.962,4.281,20743118,Abr-Jun 2019
2019,2,Catamarca,32.13,25.682,5.543,13,146,2.251,20743118,Abr-Jun 2019
2019,2,Chaco,34.14,50.765,47.448,4.203,4.727,1.591,20743118,Abr-Jun 2019
2019,2,Chubut,46.99,37.313,26.338,1.917,14.443,7.545,20743118,Abr-Jun 2019
2019,2,Córdoba,68.07,314.768,388.254,23.023,33.847,15.236,20743118,Abr-Jun 2019
2019,2,Corrientes,38.16,53.835,47.431,1.701,2.444,6.138,20743118,Abr-Jun 2019
2019,2,Entre Ríos,57.48,97.081,91.081,12.764,17.369,17.529,20743118,Abr-Jun 2019
2019,2,Formosa,30.42,21.916,8.686,1.382,14.292,162.0,20743118,Abr-Jun 2019
2019,2,Jujuy,44.51,33.022,30.742,274,812,21.857,20743118,Abr-Jun 2019
2019,2,La Pampa,77.08,19.471,52.101,4.840,10.789,3.004,20743118,Abr-Jun 2019
2019,2,La Rioja,48.7,15.014,34.984,11,251,41.0,20743118,Abr-Jun 2019
2019,2,Mendoza,40.75,148.673,54.027,6.865,12.748,1.544,20743118,Abr-Jun 2019
2019,2,Misiones,39.15,55.373,64.272,543,421,12.269,20743118,Abr-Jun 2019
